9.547674439278449610e-01,2.429886406174569302e+00,-4.070814465306526131e+00,4.683162332069762401e-01,1.813732294414883706e+00,8.561780478531915151e-01,-8.037060026229780885e-01,2.016496324373895366e+00,1.956753080874870321e+00,1.344582360367343021e+00,2.658063251087641743e-01,3.773742631907177625e-01,8.879736593932241462e-02,1.701263899972971227e+00,2.388566355126708618e-01,-8.042435801650592575e-01,8.194634843060953910e-01,-6.523609801401969444e-01,-1.386671622634510381e+00,-1.486851049553650661e+00,-5.866675690444334013e-01,1.351859009919473553e-01,-1.988567990912465944e-01,1.642220615860515931e+00,3.905075559507211191e-01,9.000000000000000000e+00
-5.783658121098130822e-01,-6.696512913342170803e-01,1.185033028688991852e+00,1.241305995193765721e+00,1.936943657799993446e+00,-3.071590313005670314e+00,-7.220239981251123929e-02,-4.385168562794816149e-01,-9.103109298144703709e-01,-2.851729333541384026e-01,-6.133386897387060888e-02,-1.160877184134552875e+00,1.273967755126932389e+00,7.006763476901838317e-01,-5.070478818158316026e-01,-5.651636732279237130e-01,1.728419727171668141e+00,-3.643273236997540132e-01,9.044384359013585284e-01,-5.697711717240985241e-01,-3.647478712647156951e-01,-5.723272034865036773e-01,-4.536899982140206733e-01,-7.392753805537415346e-01,9.181251184363793394e-01,6.000000000000000000e+00
-1.625619079209481121e+00,3.323272979903873825e+00,-1.999357195978442858e-01,-1.994996695495036665e+00,-1.380590569475625418e-01,2.389071464949340307e+00,2.924278074231860369e+00,8.885508809935680485e-01,-8.700955139496394652e-01,-7.916439882944636963e-01,-2.894573400672814656e-02,-1.296727330762907637e-03,-1.281605418864721901e-01,-3.615338537841698008e-01,-2.242294573365677390e-01,-4.738910247129631825e-01,4.605015465559442189e-01,-1.039710343044423779e-01,5.966437654499238130e-01,6.070013786859048688e-01,-5.417727919284953675e-01,9.360024465557245099e-01,3.162155345183531585e-01,-2.019411306145185159e-01,-5.796957385326371170e-01,7.000000000000000000e+00
1.861445559272292494e+00,-1.398876801427628436e-01,1.457919658739486923e+00,-2.750731233695721478e+00,3.480441617144415911e+00,2.164369869176073546e+00,7.055567320520749197e-01,-1.399359731163031917e+00,-8.088626466282243799e-01,-1.243000712438170896e-01,4.878703862339814901e-01,-5.640369670730110974e-02,7.584118997690748598e-01,-9.708261346169569928e-01,-7.361136982693611275e-01,-1.159922226218570884e+00,5.549276638702194120e-03,1.349377355052325589e+00,-9.470994958404672648e-01,1.309514307950193412e+00,8.023023295329875237e-01,2.010007244390044912e-01,-6.921077006648372887e-01,-9.360328992442584761e-01,1.733446756728547200e-01,8.000000000000000000e+00
-1.336881258573471731e+00,-2.643567605476706106e+00,4.825847772344853404e-01,2.075249115508214892e+00,1.487394750190740855e-01,8.305842950053086149e-01,2.302289031418911058e+00,1.227262552588853639e+00,-2.946123134580075353e-01,3.339818271225827306e-01,-9.789105265551886204e-01,8.558112924431415802e-01,-1.603922410322351277e+00,8.063256944694744410e-01,1.496158388546803719e+00,5.687904452491103768e-01,-7.720241934367324532e-01,1.526811278901637758e-01,8.063373416509719838e-02,-5.385491646327507098e-01,6.386367319601027326e-01,-9.137498354425116487e-01,5.552899328607389107e-01,-4.299032759401564263e-01,-7.783172074184812050e-01,2.000000000000000000e+00
-1.213657043247453882e-01,9.638057309652279248e-01,1.297618292475221757e+00,1.241358559640675541e+00,1.432401265443585536e-01,-2.007358518891074528e+00,3.696145910451558159e-01,2.878533207792890458e-01,-2.377597341453554947e+00,-1.506685395009853767e+00,-6.921445709281894842e-01,-3.354698092415581701e-01,1.151242255235438161e-01,-6.069141764263398242e-01,2.685189748079745975e-01,-6.227120176145094221e-03,3.345275609041361564e-01,6.834899622751441362e-01,-2.960293393546168383e-01,-8.856704277237437140e-02,2.821477586823712413e-01,4.049466168914898079e-01,-1.905656106942104078e-01,-1.278325686327390909e-01,8.289200892386141550e-01,6.000000000000000000e+00
1.836375438294024942e+00,-1.773638381284994292e+00,9.744858305772781115e-01,2.597224439817429786e+00,3.603175636424573280e+00,2.891528171112454082e+00,1.395567821918040519e+00,-2.616158333095343069e-01,-1.345839308212952501e+00,1.148720434277853641e+00,-9.378241047533487917e-02,8.631634602397516565e-01,-1.648337885358246657e+00,-2.175974630202881066e+00,9.457158629195975275e-01,-3.596524164372161270e-01,-7.092643311950699303e-01,-1.348567106815308891e+00,4.396227826850906267e-02,-7.783658392646749524e-01,2.658625271129368417e-01,1.104962802800615596e-01,6.098290620830493225e-01,1.026578237862597387e+00,-6.456517511256050224e-01,2.000000000000000000e+00
-6.765610799499065520e-01,-4.701792993958043287e-01,-1.494744563075038890e+00,1.645793046198504195e+00,-3.441422013180278072e-01,8.908165970095456576e-02,-6.420765716877140372e-01,1.570987221984466498e+00,-1.552473401020550092e+00,1.939923770499721034e-01,-1.013532533820776516e-01,-1.539561234296064729e+00,-3.184698727658232253e-01,-1.074355610968221075e+00,-1.128690627925703627e+00,7.783344361377835252e-01,-2.292910550107392087e-01,3.185027927551801197e-01,8.805819950001146923e-01,-7.455041320012666395e-01,4.839307541669187751e-01,-1.108939634239726191e+00,-5.131971560146243450e-01,-8.453607704655705657e-01,-7.023259328915533173e-01,2.000000000000000000e+00
2.519560147810944173e-01,-2.491990439347540942e+00,3.499943539002590143e-01,-1.357240048694969392e+00,3.549600168548748269e-01,-1.080670427158582358e-02,-1.869737575979120159e+00,1.467680109562894186e+00,-7.144306990134645652e-01,-3.099886339072274177e-01,-4.170153111529730228e-01,1.121742697494746643e+00,3.771633745380320035e-01,1.548585362569194990e+00,3.175142580580995744e-01,-2.486918694892324755e+00,1.436699767148619022e+00,-6.995215966685355280e-01,4.204942355918382946e-01,-1.771378811724245161e-01,-6.798795718507084640e-01,-4.979685281923582618e-01,1.541917424750101517e+00,6.454622403830274635e-01,-2.106873123266135572e-01,3.000000000000000000e+00
-1.702647687682562472e+00,1.384065600865767021e+00,-2.758116105398908946e+00,4.154237489394658756e-01,-9.967177664879488530e-01,-5.504428199530171373e-01,-5.250133562464788239e-01,1.728620272658377921e+00,3.473998049278718137e-01,3.247985117496860474e-01,-1.281997454933282210e+00,1.092927595021073062e+00,8.510676517246539285e-01,5.159682285844347654e-02,1.157107657813914559e+00,1.390142804624467487e+00,-5.356441437733089339e-01,-1.253990831603007949e-01,-8.644893764413876802e-01,1.583441193372189471e+00,7.565867759430486839e-01,-4.704860973195051921e-01,-5.356124721611426054e-01,1.123232690281574797e+00,4.121961998042392161e-01,4.000000000000000000e+00
